name,author,narrator,time,releasedate,language,stars,price
雑学 子どもにウケるたのしい日本,Writtenby:坪内忠太,Narratedby:遠藤,5 hrs and 30 mins,17-10-18,japanese,Not rated yet,837.00
子どもと楽しむ 日本おもしろ雑学500,Writtenby:西東社編集部,"Narratedby:斎藤晃一,大平香奈",10 hrs and 13 mins,24-12-18,japanese,Not rated yet,"1,004.00"
子どもと楽しむ 日本びっくり雑学500,Writtenby:西東社編集部,"Narratedby:斎藤晃一,大平香奈",8 hrs and 17 mins,24-12-18,japanese,Not rated yet,837.00
It's Not Nice to Be Jealous,Writtenby:SoniaMehta,Narratedby:SoniaMehta,9 mins,30-07-19,English,Not rated yet,200.00
Being Silly Is Silly,Writtenby:SoniaMehta,Narratedby:SoniaMehta,9 mins,30-07-19,English,Not rated yet,200.00
Being Happy Is Fun,Writtenby:SoniaMehta,Narratedby:SoniaMehta,8 mins,30-07-19,English,Not rated yet,200.00
Being Sad Isn't Any Fun,Writtenby:SoniaMehta,Narratedby:SoniaMehta,8 mins,30-07-19,English,Not rated yet,200.00
子どもにウケるたのしい雑学,Writtenby:坪内忠太,Narratedby:安田愛実,5 hrs and 12 mins,09-09-18,japanese,Not rated yet,725.00
子どもにウケるたのしい雑学2,Writtenby:坪内忠太,Narratedby:豊岡聡仁,4 hrs and 55 mins,09-09-18,japanese,Not rated yet,725.00
A Drop of Hope,Writtenby:KeithCalabrese,Narratedby:GeorgeNewbern,5 hrs and 46 mins,26-02-19,English,Not rated yet,492.00
"Minecraft Creator Markus ""Notch"" Persson",Writtenby:KariCornell,Narratedby:BookBuddyDigitalMedia,15 mins,28-12-18,English,Not rated yet,164.00
How Do Video Games Work?,Writtenby:L.E.Carmichael,Narratedby:Intuitive,5 mins,24-12-18,English,Not rated yet,164.00
Mes Premières Recettes. Les petits sablés,Writtenby:SergeCasado,Narratedby:PaulineGuesdon,22 mins,20-02-13,french,Not rated yet,184.00
Mother Osprey: Nursery Rhymes for Buoys & Gulls,Writtenby:LucyNolan,Narratedby:DonnaGerman,10 mins,12-11-15,English,Not rated yet,23.00
System Overload - An Unofficial Minecrafter's Adventure,Writtenby:MarkCheverton,Narratedby:LukeDaniels,7 hrs and 21 mins,12-07-16,English,Not rated yet,668.00
Attack on the Overworld,Writtenby:DanicaDavidson,Narratedby:DanWoren,2 hrs and 21 mins,26-02-16,English,Not rated yet,233.00
Smasher,Writtenby:ScottBly,Narratedby:ScottBly,6 hrs and 1 min,18-11-15,English,Not rated yet,668.00
Let's Go to the Beach,Writtenby:ElizabethVanSteenwyk,Narratedby:AnnaFields,3 hrs and 3 mins,05-05-09,English,Not rated yet,468.00
The Rise of Herobrine,Writtenby:DanicaDavidson,Narratedby:DanWoren,2 hrs and 17 mins,19-05-16,English,Not rated yet,233.00
Bacca and the Skeleton King,"Writtenby:JeromeASF,ScottKenemore",Narratedby:BernardSetaroClark,6 hrs and 26 mins,31-08-16,English,5 out of 5 stars1 rating,668.00
Frozen Bubbles,Writtenby:VerlieHutchens,Narratedby:HighlightsforChildren,2 mins,17-08-18,English,Not rated yet,46.00
Building a World with Toothpicks,Writtenby:LindaHaasManley,Narratedby:HighlightsforChildren,4 mins,16-08-18,English,Not rated yet,46.00
Building Log Houses,Writtenby:HighlightsforChildren,Narratedby:HighlightsforChildren,1 min,16-08-18,English,Not rated yet,46.00
Obento: Art in a Lunchbox,Writtenby:TeresaV.Mitchum,Narratedby:HighlightsforChildren,3 mins,15-08-18,English,Not rated yet,46.00
Our Food,"Writtenby:GraceLin,RanidaT.McKneally",Narratedby:ChristinaMoore,26 mins,14-06-16,English,Not rated yet,82.00
Mes Premières Recettes. Les petits pots de pêche en croûte,Writtenby:SergeCasado,Narratedby:ManonGuesdon,19 mins,20-02-13,french,Not rated yet,184.00
Invasion of the Overworld: An Unofficial Minecrafter’s Adventure,Writtenby:MarkCheverton,Narratedby:ChrisSorensen,6 hrs and 5 mins,25-11-14,English,Not rated yet,668.00
Destruction of the Overworld,Writtenby:MarkCheverton,Narratedby:JefHolbrook,6 hrs and 32 mins,07-03-16,English,5 out of 5 stars1 rating,668.00
Saving Crafter,Writtenby:MarkCheverton,Narratedby:JefHolbrook,7 hrs and 14 mins,07-03-16,English,Not rated yet,668.00
The Animal Fair and Other Stories,Writtenby:BBCAudio,Narratedby:PhilipHawthorn,1 hr and 12 mins,22-04-08,English,Not rated yet,342.00
Baby Talk & Tunes,Writtenby:Berlitz,Narratedby:PhilipHawthorn,32 mins,12-11-07,English,Not rated yet,233.00
All About Online Gaming,Writtenby:JillSherman,Narratedby:LaurenMcCullough,10 mins,24-04-18,English,Not rated yet,93.00
All About Apps,Writtenby:ChristyMihaly,Narratedby:LaurenMcCullough,11 mins,24-04-18,English,Not rated yet,93.00
The Gutsy Girl,Writtenby:CarolinePaul,Narratedby:TaraSands,3 hrs and 33 mins,30-08-16,English,Not rated yet,"1,005.00"
The Vegetables We Eat,Writtenby:GailGibbons,Narratedby:QarieMarshall,12 mins,30-09-16,English,Not rated yet,234.00
Chasing Lincoln's Killer,Writtenby:JamesL.Swanson,Narratedby:WillPatton,3 hrs and 57 mins,21-01-09,English,Not rated yet,702.00
The Wonderful Wizard of Oz,Writtenby:L.FrankBaum,Narratedby:AnnaFields,3 hrs and 55 mins,25-02-05,English,Not rated yet,501.00
The Bones of Doom,Writtenby:MarkCheverton,Narratedby:LukeDaniels,7 hrs and 34 mins,05-12-17,English,Not rated yet,670.00
Zombies Attack!,Writtenby:MarkCheverton,Narratedby:LukeDaniels,7 hrs and 5 mins,09-10-17,English,Not rated yet,670.00
From Shoot to Apple,Writtenby:StacyTaus-Bolstad,Narratedby:Intuitive,2 mins,24-04-17,English,Not rated yet,164.00
From Grass to Milk,Writtenby:StacyTaus-Bolstad,Narratedby:Intuitive,2 mins,08-05-17,English,Not rated yet,164.00
Hooray for Chefs!,Writtenby:KurtWaldendorf,Narratedby:Intuitive,1 min,01-05-17,English,Not rated yet,164.00
From Milk to Ice Cream,Writtenby:StacyTaus-Bolstad,Narratedby:Intuitive,2 mins,24-04-17,English,Not rated yet,164.00
From Peanut to Peanut Butter,Writtenby:RobinNelson,Narratedby:Intuitive,2 mins,10-05-17,English,Not rated yet,164.00
From Kernel to Corn,Writtenby:RobinNelson,Narratedby:Intuitive,2 mins,08-05-17,English,Not rated yet,164.00
From Maple Tree to Syrup,Writtenby:MelanieMitchell,Narratedby:Intuitive,2 mins,05-05-17,English,Not rated yet,164.00
From Wheat to Bread,Writtenby:StacyTaus-Bolstad,Narratedby:Intuitive,2 mins,09-05-17,English,Not rated yet,164.00
From Flower to Honey,Writtenby:RobinNelson,Narratedby:Intuitive,2 mins,08-05-17,English,Not rated yet,164.00
From Cocoa Bean to Chocolate,Writtenby:RobinNelson,Narratedby:Intuitive,2 mins,24-04-17,English,Not rated yet,164.00
Battle for the Nether,Writtenby:MarkCheverton,Narratedby:ChrisSorensen,9 hrs and 49 mins,25-11-14,English,5 out of 5 stars1 rating,668.00
Trouble in Zombie-Town,Writtenby:MarkCheverton,Narratedby:LukeDaniels,7 hrs and 30 mins,23-03-15,English,5 out of 5 stars1 rating,668.00
Confronting the Dragon,Writtenby:MarkCheverton,Narratedby:ChrisSorensen,10 hrs and 50 mins,26-05-15,English,Not rated yet,836.00
The Book of Halloween,Writtenby:RuthEdnaKelley,"Narratedby:GeoffreyGiuliano,EdenGiuliano",2 hrs and 44 mins,09-09-20,English,Not rated yet,233.00
Spotted Singers: Leopard Frog,Writtenby:KellyCalhoun,Narratedby:TimothyCap,1 min,13-11-19,English,Not rated yet,63.00
Awesome Arms,Writtenby:FeliciaMacheske,Narratedby:TimothyCap,1 min,18-11-19,English,Not rated yet,63.00
Majestic Manes: Horse,Writtenby:KellyCalhoun,Narratedby:TimothyCap,1 min,12-11-19,English,Not rated yet,63.00
Feathered and Fierce: Bald Eagle,Writtenby:KellyCalhoun,Narratedby:TimothyCap,1 min,18-11-19,English,Not rated yet,63.00
Poised and Pink: Flamingo,Writtenby:KellyCalhoun,Narratedby:TimothyCap,1 min,12-11-19,English,Not rated yet,63.00
Grocery Store,Writtenby:JenniferColby,Narratedby:TamaraRyan,4 mins,15-11-19,English,Not rated yet,63.00
I Get Hungry,Writtenby:KatieMarsico,Narratedby:AdamWeber,6 mins,18-11-19,English,Not rated yet,63.00
How I Pack My Lunch,Writtenby:JenniferBoothroyd,Narratedby:Intuitive,1 min,24-01-20,English,Not rated yet,164.00
The Daddy Goose Collection,Writtenby:VivianFrench,Narratedby:DanielHill,1 hr and 1 min,20-05-08,English,Not rated yet,258.00
The Story of Ice Cream,Writtenby:StacyTaus-Bolstad,Narratedby:BookBuddyDigitalMedia,Less than 1 minute,01-01-21,English,Not rated yet,164.00
The Story of Peanut Butter,Writtenby:RobinNelson,Narratedby:BookBuddyDigitalMedia,1 min,01-01-21,English,Not rated yet,164.00
The Story of Salt,Writtenby:LisaOwings,Narratedby:BookBuddyDigitalMedia,Less than 1 minute,01-01-21,English,Not rated yet,164.00
The Story of Milk,Writtenby:StacyTaus-Bolstad,Narratedby:BookBuddyDigitalMedia,Less than 1 minute,01-01-21,English,Not rated yet,164.00
The Story of Honey,Writtenby:RobinNelson,Narratedby:BookBuddyDigitalMedia,1 min,01-01-21,English,Not rated yet,164.00
The Story of Corn,Writtenby:RobinNelson,Narratedby:BookBuddyDigitalMedia,1 min,01-01-21,English,Not rated yet,164.00
The Story of Chocolate,Writtenby:RobinNelson,Narratedby:BookBuddyDigitalMedia,1 min,01-01-21,English,Not rated yet,164.00
The Story of an Apple,Writtenby:StacyTaus-Bolstad,Narratedby:BookBuddyDigitalMedia,Less than 1 minute,01-01-21,English,Not rated yet,164.00
We Like the Summer,Writtenby:KatiePeters,Narratedby:BookBuddyDigitalMedia,Less than 1 minute,01-01-21,English,Not rated yet,164.00
Tout doux,Writtenby:PatrickRoger,Narratedby:ElsaLepoivre,1 hr and 2 mins,07-12-20,french,Not rated yet,378.00
The Christmas Pig,Writtenby:J.K.Rowling,"Narratedby:AmakaOkafor,RoccoPadden,GerranHowell,",5 hrs and 37 mins,12-10-21,English,5 out of 5 stars81 ratings,799.00
Adventures with Peppa,Writtenby:Ladybird,Narratedby:JohnSparkes,1 hr and 22 mins,23-09-21,English,5 out of 5 stars4 ratings,410.00
Fantastic Beasts and Where to Find Them,"Writtenby:J.K.Rowling,NewtScamander",Narratedby:EddieRedmayne,1 hr and 54 mins,14-03-17,English,4.5 out of 5 stars57 ratings,652.00
The Velveteen Rabbit,Writtenby:MargeryWilliams,Narratedby:RichardArmitage,24 mins,14-08-20,English,4.5 out of 5 stars91 ratings,Free
Charlotte's Web,"Writtenby:E.B.White,MelissaSweet","Narratedby:MerylStreep,fullcast,RobinMiles,",4 hrs and 2 mins,29-10-19,English,4.5 out of 5 stars20 ratings,754.00
Peppa Pig: Bedtime Stories,Writtenby:Ladybird,Narratedby:JohnSparkes,1 hr and 7 mins,02-02-17,English,4.5 out of 5 stars100 ratings,342.00
Fantastic Mr Fox,Writtenby:RoaldDahl,Narratedby:ChrisO'Dowd,1 hr and 15 mins,11-09-14,English,4.5 out of 5 stars31 ratings,615.00
The Lion and the Mouse,Writtenby:LavanyaR.N,Narratedby:KarthikKumar,8 mins,05-03-20,English,4.5 out of 5 stars51 ratings,316.00
The Gruffalo and Other Stories,"Writtenby:JuliaDonaldson,AxelScheffler","Narratedby:ImeldaStaunton,JimCarter,StevenPacey",1 hr and 2 mins,06-08-20,English,4.5 out of 5 stars3 ratings,323.00
"Bedtime Stories for Kids: Collection of Meditation Stories for Children of All Ages with Unicorns, Astronauts, Pirates, Funny Animals, Mermaids, Tales to Fall Asleep and Learn Mindfulness","Writtenby:AmandaDreams,NicoleFairy","Narratedby:MandyFisher,KrystalWascher",26 hrs and 11 mins,01-12-20,English,5 out of 5 stars3 ratings,"1,003.00"
Peppa Pig: On the Road with Peppa,Writtenby:JohnSparkes,Narratedby:JohnSparkes,1 hr and 2 mins,26-05-16,English,4.5 out of 5 stars26 ratings,342.00
Peppa Pig: Once Upon a Time,Writtenby:Ladybird,Narratedby:JohnSparkes,59 mins,28-01-16,English,5 out of 5 stars32 ratings,342.00
Peppa Pig: Peppa Meets the Queen and Other Audio Stories,Writtenby:Ladybird,Narratedby:JohnSparkes,19 mins,01-08-13,English,4.5 out of 5 stars11 ratings,410.00
Sugarlump and the Unicorn and Other Stories,"Writtenby:JuliaDonaldson,LydiaMonks","Narratedby:DavidTennant,ImeldaStaunton,JoannaPage,",1 hr and 13 mins,09-07-20,English,4.5 out of 5 stars3 ratings,323.00
The Sleepy Dinosaurs,Writtenby:HannahWatson,Narratedby:HannahWatson,1 hr,31-08-20,English,5 out of 5 stars4 ratings,375.00
The Gruffalo,"Writtenby:JuliaDonaldson,AxelScheffler",Narratedby:ImeldaStaunton,25 mins,24-06-08,English,5 out of 5 stars9 ratings,323.00
Beatrix Potter: The Complete Tales,Writtenby:BeatrixPotter,"Narratedby:GaryBond,MichaelHordern,RosemaryLeach,",5 hrs and 51 mins,01-05-12,English,3.5 out of 5 stars3 ratings,615.00
Peppa Pig: Dentist Trip and Other Audio Stories,Writtenby:Ladybird,Narratedby:JohnSparkes,23 mins,01-05-12,English,4 out of 5 stars11 ratings,410.00
The Dragon’s Toothache,Writtenby:AnnieBesant,Narratedby:ShernazPatel,11 mins,31-03-20,English,4.5 out of 5 stars9 ratings,75.00
Dinosaur Times,Writtenby:Ladybird,"Narratedby:BenBaileySmith,KristinAtherton",56 mins,01-07-19,English,Not rated yet,410.00
What the Ladybird Heard Adventures,Writtenby:JuliaDonaldson,Narratedby:AlexanderArmstrong,41 mins,10-07-20,English,Not rated yet,323.00
The Monkey and the Crocodile,Writtenby:ShobhaViswanath,Narratedby:NaseeruddinShah,20 mins,06-03-20,English,4 out of 5 stars4 ratings,75.00
101 Jungle Stories,Writtenby:OmBooksInternational,Narratedby:VivekMadan,3 hrs and 1 min,03-04-18,English,Not rated yet,368.00
Wings of Fire,Writtenby:TuiT.Sutherland,Narratedby:ShannonMcManus,4 hrs and 31 mins,06-10-20,English,4.5 out of 5 stars3 ratings,492.00
The Foolish Lion,Writtenby:ShobhaViswanath,Narratedby:NaseeruddinShah,17 mins,06-03-20,English,5 out of 5 stars6 ratings,75.00
The Jungle Book: The Mowgli Stories,Writtenby:RudyardKipling,Narratedby:PeterJeffrey,2 hrs and 25 mins,06-07-11,English,Not rated yet,349.00
Room on the Broom,"Writtenby:JuliaDonaldson,AxelScheffler",Narratedby:JosieLawrence,24 mins,07-10-08,English,4.5 out of 5 stars6 ratings,323.00
Out and About at the Aquarium,Writtenby:AmyRechner,Narratedby:anonymous,7 mins,04-04-22,English,Not rated yet,82.00
Dancing Dragons,"Writtenby:NancyLoewen,RickPeterson",Narratedby:anonymous,6 mins,04-04-22,English,Not rated yet,82.00
Who Grows Up on the Farm?,"Writtenby:TheresaLongenecker,MelissaCarpenter",Narratedby:anonymous,4 mins,04-04-22,English,Not rated yet,82.00
Do Turtles Sleep in Treetops?,"Writtenby:LauraPurdieSalas,JeffreyYesh",Narratedby:anonymous,5 mins,04-04-22,English,Not rated yet,82.00
Flakes and Flurries,"Writtenby:JosephaSherman,JeffreyYesh",Narratedby:anonymous,3 mins,04-04-22,English,Not rated yet,82.00
Nap Time for Kitty,Writtenby:MichaelDahl,Narratedby:anonymous,1 min,04-04-22,English,Not rated yet,70.00
Hungry Hoppers,"Writtenby:NancyLoewen,BrandonReibeling",Narratedby:anonymous,5 mins,04-04-22,English,Not rated yet,82.00
Do Dogs Make Dessert?,"Writtenby:MichaelDahl,JeffreyYesh",Narratedby:anonymous,5 mins,04-04-22,English,Not rated yet,82.00
I Am a Shark,"Writtenby:ToddOuren,DarleneR.Stille",Narratedby:anonymous,6 mins,04-04-22,English,Not rated yet,82.00
Dirty Gertie,"Writtenby:LoriMortensen,GinaPerry",Narratedby:anonymous,5 mins,04-04-22,English,Not rated yet,93.00
Krawall im Stall,Writtenby:FlorianBeckerhoff,Narratedby:FlorianBeckerhoff,2 hrs and 16 mins,04-04-22,german,Not rated yet,233.00
Balduins Abenteuer,Writtenby:SabineHoutrouw,Narratedby:ClaudiaHeimann,1 hr and 43 mins,04-04-22,german,Not rated yet,166.00
Winnie-the-Pooh,Writtenby:A.A.Milne,"Narratedby:JoshInnerst,AndyHarrington,JonahVanderLugt,",2 hrs and 33 mins,01-04-22,English,Not rated yet,335.00
Frank and the Bad Surprise,"Writtenby:MarthaBrockenbrough,JohnLau",Narratedby:ChristopherGebauer,14 mins,05-04-22,English,Not rated yet,82.00
Mushroom Rain,"Writtenby:LauraK.Zimmermann,JamieGreen",Narratedby:SimonVance,15 mins,05-04-22,English,Not rated yet,234.00
Mon hamster à roulettes,Writtenby:RémiCourgeon,Narratedby:MarieZidi,5 mins,11-02-22,french,Not rated yet,187.00
Saving Earth,"Writtenby:OlugbemisolaRhuday-Perkovich,NathanielRich,TimFoley-illustrator",Narratedby:ImaniJadePowers,4 hrs and 49 mins,05-04-22,English,Not rated yet,74.00
The Flames of Hope,Writtenby:TuiT.Sutherland,Narratedby:ShannonMcManus,9 hrs and 12 mins,05-04-22,English,Not rated yet,656.00
Can't Be Tamed,Writtenby:YamileSaiedMéndez,Narratedby:MariaLiatis,3 hrs and 49 mins,05-04-22,English,Not rated yet,492.00
Our Planet! There's No Place Like Earth,Writtenby:StacyMcAnulty,Narratedby:SamanthaTurret,15 mins,05-04-22,English,Not rated yet,13.00
Parks for the People,Writtenby:ElizabethPartridge,Narratedby:DaniMartineck,22 mins,05-04-22,English,Not rated yet,251.00
I'd Like to Be the Window for a Wise Old Dog,Writtenby:PhilipC.Stead,Narratedby:HelenLloyd,3 mins,05-04-22,English,Not rated yet,251.00
Eye of the Monster,"Writtenby:MichaelDahl,FedericoPiatti",Narratedby:anonymous,6 mins,22-03-22,English,Not rated yet,105.00
What the Ladybird Heard,Writtenby:JuliaDonaldson,Narratedby:AlexanderArmstrong,17 mins,29-06-10,English,4 out of 5 stars4 ratings,323.00
The Trials of Hairy-Clees,Writtenby:CrispinBoyer,Narratedby:RamonDeOcampo,2 hrs and 50 mins,03-08-21,English,Not rated yet,351.00
Winnie-the-Pooh,Writtenby:A.A.Milne,Narratedby:FloGibson,2 hrs and 3 mins,01-02-22,English,Not rated yet,469.00
What's Inside a Flower?,Writtenby:RachelIgnotofsky,Narratedby:TashiThomas,12 mins,15-02-22,English,Not rated yet,251.00
The Crow and the Cobra (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,3 mins,23-09-21,Hindi,4.5 out of 5 stars2 ratings,139.00
The Highway Rat,Writtenby:JuliaDonaldson,Narratedby:ImeldaStaunton,29 mins,01-05-14,English,4.5 out of 5 stars4 ratings,190.00
The Boy Who Drew Cats,Writtenby:AnushkaRavishankar,Narratedby:JaavedJaaferi,17 mins,05-03-20,English,4 out of 5 stars7 ratings,294.00
The Tortoise and the Hare,"Writtenby:BKFKStudio,Aesop",Narratedby:GrantSwanby,4 mins,08-02-22,English,Not rated yet,116.00
The Friendly Rats (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,3 mins,23-09-21,Hindi,Not rated yet,139.00
クリスマス・ピッグ [The Christmas Pig],Writtenby:J.K.ローリング,Narratedby:石田嘉代,8 hrs and 9 mins,12-10-21,japanese,Not rated yet,799.00
The Monkeys and the Capseller,Writtenby:AnushkaRavishankar,Narratedby:SanjayDutt,13 mins,31-03-20,English,5 out of 5 stars2 ratings,75.00
Now We Are Six,Writtenby:A.A.Milne,Narratedby:PeterDennis,53 mins,27-01-06,English,5 out of 5 stars2 ratings,304.00
Tiddler,Writtenby:JuliaDonaldson,Narratedby:ImeldaStaunton,37 mins,17-05-14,English,5 out of 5 stars1 rating,190.00
The Jungle Books,"Writtenby:RudyardKipling,JanMontefiore-preface,KaoriNagai-introduction",Narratedby:HomerTodiwala,15 hrs and 15 mins,04-11-21,English,Not rated yet,"1,093.00"
The Elephant and the Sparrow (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,4 mins,23-09-21,Hindi,Not rated yet,139.00
The Wise Rabbit (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,4 mins,23-09-21,Hindi,Not rated yet,139.00
The Monkey and the Crocodile (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,3 mins,23-09-21,Hindi,Not rated yet,139.00
"Use Your Words, Sophie",Writtenby:RosemaryWells,Narratedby:SuzieAlthens,5 mins,17-08-21,English,Not rated yet,100.00
The Fox and the Squirrel,Writtenby:SheilaGandhi,Narratedby:SaeedJaffrey,14 mins,06-03-20,English,3 out of 5 stars1 rating,357.00
A Sheepdog Called Sky,Writtenby:HelenPeters,Narratedby:NnekaOkoye,1 hr and 42 mins,16-09-21,English,Not rated yet,379.00
Volcanoes,Writtenby:Ladybird,Narratedby:BenBaileySmith,53 mins,09-09-21,English,Not rated yet,410.00
The Lion and the Hare (Hindi Edition),Writtenby:MaplePress,Narratedby:ChaitaliGupta,3 mins,23-09-21,Hindi,5 out of 5 stars1 rating,139.00
365 Days to Alaska,Writtenby:CathyCarr,Narratedby:PatriciaSantomasso,6 hrs and 6 mins,14-12-21,English,Not rated yet,586.00
Itty Bitty Kitty Corn,"Writtenby:ShannonHale,LeuyenPham","Narratedby:KittyHendrix,VikasAdam,NikkiThomas,",7 mins,01-02-22,English,Not rated yet,234.00
Make Your Bed with Skipper the Seal,"Writtenby:AdmiralWilliamH.McRaven,HowardMcWilliam-Illustrator",Narratedby:AdmiralWilliamH.McRaven,9 mins,16-11-21,English,Not rated yet,500.00
A Lamb Called Lucky,Writtenby:HelenPeters,Narratedby:NnekaOkoye,1 hr and 39 mins,16-09-21,English,Not rated yet,379.00
Cave Baby,"Writtenby:JuliaDonaldson,EmilyGravett",Narratedby:ImeldaStaunton,18 mins,17-09-20,English,Not rated yet,323.00
The Wildest Heart,Writtenby:TerriFarley,Narratedby:NatalieBudig,3 hrs and 39 mins,04-01-22,English,Not rated yet,398.00
5-Minute Pout-Pout Fish Stories,"Writtenby:DeborahDiesen,DanHanna-coverillustrator",Narratedby:FredBerman,58 mins,29-12-20,English,5 out of 5 stars1 rating,13.00
